policy_id,entry_type,correct_type,update_type,update_level,date_announced,date_start,date_end,country,init_country_level,type,type_sub_cat
5963324,new_entry,original,,,2020-05-14,2020-05-15,2020-08-14,Australia,Provincial,Restriction and Regulation of Businesses,Commercial Businesses
5963324,new_entry,original,,,2020-05-14,2020-05-15,2020-08-14,Australia,Provincial,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons)
3968553,update,original,End of Policy,,2020-05-14,2020-05-15,2020-08-14,Australia,Provincial,Restriction and Regulation of Businesses,All or unspecified businesses
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Retail Businesses
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Restaurants
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Bars
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Shopping Centers
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Commercial Businesses
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons)
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Supermarkets/grocery stores
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Other Businesses
7101233,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Restriction and Regulation of Businesses,Paid lodgings (e.g. hotels; motels)
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Retail Businesses
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Restaurants
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Bars
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Shopping Centers
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons)
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Supermarkets/grocery stores
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Private health offices
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Pharmacies
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Transportation (land; water and air)
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Warehousing and support activities for transportation
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Other Businesses
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Commercial Businesses
6540153,new_entry,original,,,2020-05-29,2020-06-01,2020-06-19,Australia,Provincial,Restriction and Regulation of Businesses,Paid lodgings (e.g. hotels; motels)
5963324,update,original,End of Policy,,2020-05-22,2020-06-01,2020-08-14,Australia,Provincial,Restriction and Regulation of Businesses,Restaurants
5963324,update,original,End of Policy,,2020-05-22,2020-06-01,2020-08-14,Australia,Provincial,Restriction and Regulation of Businesses,Bars
5963324,update,original,End of Policy,,2020-05-22,2020-06-01,2020-08-14,Australia,Provincial,Restriction and Regulation of Businesses,Commercial Businesses
5963324,update,original,End of Policy,,2020-05-22,2020-06-01,2020-08-14,Australia,Provincial,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons)
7857221,update,original,End of Policy,,2020-05-29,2020-06-06,2020-06-27,Australia,Provincial,Restriction and Regulation of Businesses,Restaurants
7857221,update,original,End of Policy,,2020-05-29,2020-06-06,2020-06-27,Australia,Provincial,Restriction and Regulation of Businesses,Commercial Businesses
7857221,update,original,End of Policy,,2020-05-29,2020-06-06,2020-06-27,Australia,Provincial,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons)
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Retail Businesses
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Restaurants
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Bars
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Shopping Centers
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Commercial Businesses
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Supermarkets/grocery stores
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Transportation (land; water and air)
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Warehousing and support activities for transportation
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons)
8693871,new_entry,original,,,2020-06-18,2020-06-19,2020-06-29,Australia,Provincial,Restriction and Regulation of Businesses,Paid lodgings (e.g. hotels; motels)
842072,new_entry,original,,,2020-06-23,2020-06-29,2020-07-09,Australia,Provincial,Restriction and Regulation of Businesses,All or unspecified businesses
1413216,update,original,Change of Policy,Strengthening,2020-09-25,2020-09-28,2020-10-25,Australia,Provincial,Restriction and Regulation of Businesses,Retail Businesses
1413216,update,original,Change of Policy,Strengthening,2020-09-25,2020-09-28,2020-10-25,Australia,Provincial,Restriction and Regulation of Businesses,Restaurants
1413216,update,original,Change of Policy,Strengthening,2020-09-25,2020-09-28,2020-10-25,Australia,Provincial,Restriction and Regulation of Businesses,Bars
1413216,update,original,Change of Policy,Strengthening,2020-09-25,2020-09-28,2020-10-25,Australia,Provincial,Restriction and Regulation of Businesses,Commercial Businesses
1413216,update,original,Change of Policy,Strengthening,2020-09-25,2020-09-28,2020-10-25,Australia,Provincial,Restriction and Regulation of Businesses,Personal Grooming Businesses (e.g. hair salons)
948508,new_entry,original,,,2020-03-25,2020-03-25,2020-06-05,Australia,Provincial,Restriction and Regulation of Government Services,
6911744,new_entry,original,,,2020-03-30,2020-03-30,2020-06-30,Australia,Provincial,Restriction and Regulation of Government Services,Other public facilities
4236315,new_entry,original,,,2020-03-30,2020-03-31,2020-06-29,Australia,Provincial,Restriction and Regulation of Government Services,Public libraries
4236315,new_entry,original,,,2020-03-30,2020-03-31,2020-06-29,Australia,Provincial,Restriction and Regulation of Government Services,Public museums/galleries
4236315,update,original,End of Policy,,2020-05-29,2020-06-01,2020-06-01,Australia,Provincial,Restriction and Regulation of Government Services,Public libraries
4236315,update,original,End of Policy,,2020-05-29,2020-06-01,2020-06-01,Australia,Provincial,Restriction and Regulation of Government Services,Public museums/galleries
4060611,new_entry,original,,,2020-03-15,2020-03-16,2020-06-14,Australia,Provincial,Restrictions of Mass Gatherings,
4256460,new_entry,original,,,2020-03-16,2020-03-16,2020-04-13,Australia,Provincial,Restrictions of Mass Gatherings,
2882756,new_entry,original,,,2020-03-18,2020-03-18,2020-06-17,Australia,Provincial,Restrictions of Mass Gatherings,
8245407,update,original,End of Policy,,2020-03-18,2020-03-18,2020-03-23,Australia,National,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
4060611,update,original,End of Policy,,2020-03-18,2020-03-18,2020-06-16,Australia,Provincial,Restrictions of Mass Gatherings,
1562868,update,original,End of Policy,Relaxing,2020-03-19,2020-03-19,2020-10-09,Australia,Provincial,Restrictions of Mass Gatherings,Events at private residencies restricted (e.g. parties held at home)
1562868,update,original,End of Policy,Relaxing,2020-03-19,2020-03-19,2020-10-09,Australia,Provincial,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
6394043,new_entry,original,,,2020-03-20,2020-03-21,2020-06-18,Australia,Provincial,Restrictions of Mass Gatherings,
2882756,update,original,End of Policy,,2020-03-20,2020-03-21,2020-03-21,Australia,Provincial,Restrictions of Mass Gatherings,
4299367,update,original,Change of Policy,Strengthening,2020-03-23,2020-03-23,2020-08-24,Australia,National,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
7854207,update,original,Change of Policy,Strengthening,2020-03-24,2020-03-25,2020-05-14,Australia,National,Restrictions of Mass Gatherings,
5815641,update,original,Change of Policy,Strengthening,2020-03-24,2020-03-25,2020-05-14,Australia,National,Restrictions of Mass Gatherings,
4666726,update,original,End of Policy,,2020-03-25,2020-03-25,2020-05-20,Australia,Provincial,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
6635474,update,original,Change of Policy,Relaxing,2020-03-25,2020-03-25,2020-06-01,Australia,Provincial,Restrictions of Mass Gatherings,Events at private residencies restricted (e.g. parties held at home)
6635474,update,original,Change of Policy,Relaxing,2020-03-25,2020-03-25,2020-06-01,Australia,Provincial,Restrictions of Mass Gatherings,Event(s) allowed to occur but no audience is allowed
6635474,update,original,Change of Policy,Relaxing,2020-03-25,2020-03-25,2020-06-01,Australia,Provincial,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
6635474,update,original,Change of Policy,Both Strengthening and Relaxing,2020-03-25,2020-03-25,2020-06-01,Australia,Provincial,Restrictions of Mass Gatherings,Attendance at religious services restricted (e.g. mosque/church closings)
6635474,update,original,Change of Policy,Both Strengthening and Relaxing,2020-03-25,2020-03-25,2020-06-01,Australia,Provincial,Restrictions of Mass Gatherings,Event(s) allowed to occur but no audience is allowed
6635474,update,original,Change of Policy,Both Strengthening and Relaxing,2020-03-25,2020-03-25,2020-06-01,Australia,Provincial,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
4076823,update,original,End of Policy,,2020-03-25,2020-03-27,2020-05-20,Australia,Provincial,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
6394043,update,original,End of Policy,,2020-03-30,2020-03-31,2020-06-29,Australia,Provincial,Restrictions of Mass Gatherings,
1885837,update,original,End of Policy,,2020-03-25,2020-04-01,2020-06-05,Australia,Provincial,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
9102640,new_entry,original,,,2020-04-16,2020-04-16,2020-05-22,Australia,Provincial,Restrictions of Mass Gatherings,
2515313,new_entry,original,,,2020-04-22,2020-04-25,2020-04-25,Australia,Provincial,Restrictions of Mass Gatherings,
6929016,update,original,End of Policy,,2020-04-26,2020-04-27,2020-05-17,Australia,Provincial,Restrictions of Mass Gatherings,
2980103,update,original,Change of Policy,Relaxing,2020-05-14,2020-05-15,2020-08-14,Australia,Provincial,Restrictions of Mass Gatherings,
2044003,new_entry,original,,,2020-05-20,2020-05-20,2020-06-05,Australia,Provincial,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
844706,new_entry,original,,,2020-05-21,2020-05-22,2020-06-01,Australia,Provincial,Restrictions of Mass Gatherings,
2980103,update,original,Change of Policy,Relaxing,2020-05-29,2020-06-01,2020-08-14,Australia,Provincial,Restrictions of Mass Gatherings,
2972473,update,original,End of Policy,,2020-05-29,2020-06-06,2020-06-26,Australia,Provincial,Restrictions of Mass Gatherings,
2980103,update,original,Change of Policy,Relaxing,2020-06-12,2020-06-13,2020-08-14,Australia,Provincial,Restrictions of Mass Gatherings,
5885198,new_entry,original,,,2020-06-23,2020-06-29,2020-07-09,Australia,Provincial,Restrictions of Mass Gatherings,
7598481,update,original,End of Policy,,2020-03-19,2020-03-19,2020-08-28,Australia,Provincial,Social Distancing,
7101233Di,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Retail Businesses
7101233Di,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Restaurants
7101233Di,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Bars
7101233Di,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Shopping Centers
7101233Di,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Commercial Businesses
7101233Di,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,Australia,Provincial,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Personal Grooming Businesses (e.g. hair salons)
